0.3 4 2.124767953946336
0.3 6 1.5877966909058554
0.3 8 1.2970574715744192
0.3 10 1.1206201021108557
0.3 12 1.005462540578673
0.3 14 0.9262995519057696
0.3 16 0.8696503745631695
0.3 18 0.8277628398415843
0.3 20 0.7959300624543942
0.3 22 0.7711712640232832
0.3 24 0.751531315163227
0.5 4 1.355965502419823
0.5 6 1.0791794388354967
0.5 8 0.9406875894287698
0.5 10 0.8626237531768526
0.5 12 0.8144526069630613
0.5 14 0.782574098435771
0.5 16 0.7603309131234006
0.5 18 0.7441778157797767
0.5 20 0.7320795025169566
0.5 22 0.7227915718745734
0.5 24 0.7155139508116459
0.7 4 1.0713499874515542
0.7 6 0.918577910503576
0.7 8 0.8472583703185033
0.7 10 0.8081515875680317
0.7 12 0.7842011498535867
0.7 14 0.7684371524657699
0.7 16 0.7575286164485959
0.7 18 0.7496868814333872
0.7 20 0.7438730357410201
0.7 22 0.7394497604878759
0.7 24 0.7360095248238696
0.9 4 0.9551791288316158
0.9 6 0.871178534650458
0.9 8 0.832342716517979
0.9 10 0.810821542583804
0.9 12 0.7976485391619756
0.9 14 0.7890440874692201
0.9 16 0.7831379472989595
0.9 18 0.7789180042855021
0.9 20 0.7758016602522749
0.9 22 0.7734363205851167
0.9 24 0.7715992106508401
1.1 4 0.9181304602600969
1.1 6 0.8719596665675085
1.1 8 0.8499224121210855
1.1 10 0.8376010139403244
1.1 12 0.8300850493147984
1.1 14 0.8251901217826947
1.1 16 0.8218319123682569
1.1 18 0.8194301910474336
1.1 20 0.8176539175540686
1.1 22 0.8163035718480661
1.1 24 0.8152532153971764
1.3 4 0.9243908705790763
1.3 6 0.8986851549144681
1.3 8 0.8860508611007667
1.3 10 0.8789703227066221
1.3 12 0.8746393325824422
1.3 14 0.8718033375913147
1.3 16 0.8698460716565918
1.3 18 0.8684386297277911
1.3 20 0.8673927667556558
1.3 22 0.866594438277278
1.3 24 0.8659712704222399
1.5 4 0.9572677141784619
1.5 6 0.9427325431700438
1.5 8 0.9355412712969672
1.5 10 0.9315011170466948
1.5 12 0.9290064438246811
1.5 14 0.927355309046795
1.5 16 0.9262045741291134
1.5 18 0.9253700255047175
1.5 20 0.9247453035430162
1.5 22 0.9242653967885982
1.5 24 0.9238887040885959
1.7 4 1.0081249534170884
1.7 6 0.9998058331997697
1.7 8 0.9957404391456208
1.7 10 0.9934477779101821
1.7 12 0.9920156103197787
1.7 14 0.9910558413150532
1.7 16 0.9903791366371351
1.7 18 0.9898832168177217
1.7 20 0.9895085167765976
1.7 22 0.9892182900862121
1.7 24 0.9889888063824236
