5 1.25 -0.08217723511709096
5 0.8333333333333334 -0.13245506821990405
5 0.625 -0.1678947413842789
5 0.5 -0.1928529272518199
5 0.4166666666666667 -0.21102935896024824
5 0.35714285714285715 -0.22474378563396025
5 0.3125 -0.23541574019432318
5 0.2777777777777778 -0.24393732441412438
5 0.25 -0.2508896795605862
5 0.22727272727272727 -0.25666485056140675
5 0.20833333333333334 -0.26153578316592463
10 2.5 -0.03274221815731493
10 1.6666666666666667 -0.06404513610570056
10 1.25 -0.09441486132609582
10 1.0 -0.12100944041219784
10 0.8333333333333334 -0.1433177182099111
10 0.7142857142857143 -0.16179299327114935
10 0.625 -0.17711501021083254
10 0.5555555555555556 -0.18991633899861984
10 0.5 -0.20071453889881052
10 0.45454545454545453 -0.20991454061737552
10 0.4166666666666667 -0.2178289052736877
15 3.75 -0.01730496248692566
15 2.5 -0.036308695471351266
15 1.875 -0.05742516330747081
15 1.5 -0.0785733948242025
15 1.25 -0.09849538295460056
15 1.0714285714285714 -0.11659508512333706
15 0.9375 -0.13271593251634822
15 0.8333333333333334 -0.14693980467966541
15 0.75 -0.159452007398582
15 0.6818181818181818 -0.17046637885835197
15 0.625 -0.18018949950764435
20 5.0 -0.010693961391106026
20 3.3333333333333335 -0.02324809836538619
20 2.5 -0.03809193484918614
20 2.0 -0.054015996146017646
20 1.6666666666666667 -0.07011513139203415
20 1.4285714285714286 -0.08575368075377249
20 1.25 -0.10053564400925573
20 1.1111111111111112 -0.1142565642538836
20 1.0 -0.12684740077328846
20 0.9090909090909091 -0.13832430143848254
20 0.8333333333333334 -0.14875084815945994
