0.1 4 -0.27813954092439336
0.1 6 -0.2897189336267371
0.1 8 -0.29592484467401375
0.1 10 -0.299793985006623
0.1 12 -0.30243684294448814
0.1 14 -0.30435649635519374
0.1 16 -0.3058140452170644
0.1 18 -0.3069584871246815
0.1 20 -0.30788103752871016
0.1 22 -0.3086406520631657
0.1 24 -0.30927711940626235
0.2 4 -0.27410416132442733
0.2 6 -0.285498482764418
0.2 8 -0.2915890164159929
0.2 10 -0.29538411076374205
0.2 12 -0.29797990742874036
0.2 14 -0.29987082255753655
0.2 16 -0.3013121977287952
0.2 18 -0.30244901490229364
0.2 20 -0.30336963583692356
0.2 22 -0.30413098414628614
0.2 24 -0.30477141324344725
0.3 4 -0.26760909503850044
0.3 6 -0.27881044580142256
0.3 8 -0.28482300535556976
0.3 10 -0.28859882247284613
0.3 12 -0.29120451817684484
0.3 14 -0.29311791721170805
0.3 16 -0.2945852331283023
0.3 18 -0.2957467958929766
0.3 20 -0.29668892983073486
0.3 22 -0.29746796329157965
0.3 24 -0.2981223841700633
0.4 4 -0.2589735481869773
0.4 6 -0.2700842677606166
0.4 8 -0.27612670025108077
0.4 10 -0.2799670980666935
0.4 12 -0.2826367024321227
0.4 14 -0.2846014489328112
0.4 16 -0.2861059941735811
0.4 18 -0.28729285717197595
0.4 20 -0.28825134166435373
0.4 22 -0.2890404328745451
0.4 24 -0.2897006655890095
0.5 4 -0.2485934651196426
0.5 6 -0.2597804755896256
0.5 8 -0.26595790364318705
0.5 10 -0.2699079461091417
0.5 12 -0.27264912192735413
0.5 14 -0.2746554088063371
0.5 16 -0.27618190174276863
0.5 18 -0.2773790609232695
0.5 20 -0.27834131112688576
0.5 22 -0.27913069146306074
0.5 24 -0.27978947610178145
0.6 4 -0.23689818714731112
0.6 6 -0.24832076856120391
0.6 8 -0.25468040670377007
0.6 10 -0.25873059213689703
0.6 12 -0.261517463043666
0.6 14 -0.2635404912740331
0.6 16 -0.26506999739504705
0.6 18 -0.2662642844673292
0.6 20 -0.26722151630798435
0.6 22 -0.26800540774707055
0.6 24 -0.2686589260557989
0.7 4 -0.2243081421915709
0.7 6 -0.2360572835541624
0.7 8 -0.24257913161679318
0.7 10 -0.24668681830830574
0.7 12 -0.24948465675158266
0.7 14 -0.25150149892706564
0.7 16 -0.2530199112146607
0.7 18 -0.2542027414082321
0.7 20 -0.25514960004119225
0.7 22 -0.25592449622923036
0.7 24 -0.2565703066692522
0.8 4 -0.21120261957172964
0.8 6 -0.22327610025481784
0.8 8 -0.22989497008224594
0.8 10 -0.2340090270798879
0.8 12 -0.23678738629106105
0.8 14 -0.23878101631657356
0.8 16 -0.24027859793509856
0.8 18 -0.24144400539458372
0.8 20 -0.24237649725712057
0.8 22 -0.24313948985444278
0.8 24 -0.24377532916889635
0.9 4 -0.19790279182194484
0.9 6 -0.21021592217586255
0.9 8 -0.21684946498591684
0.9 10 -0.22092395831532763
0.9 12 -0.22365943605439514
0.9 14 -0.22561732964190664
0.9 16 -0.22708659401611858
0.9 18 -0.22822953703293614
0.9 20 -0.22914393110366582
0.9 22 -0.22989208044340118
0.9 24 -0.23051554016717507
1.0 4 -0.18466904350112145
1.0 6 -0.1970853574182873
1.0 8 -0.20365395291819877
1.0 10 -0.20765215443448543
1.0 12 -0.2103269391813987
1.0 14 -0.21223906248679353
1.0 16 -0.2136734225141598
1.0 18 -0.21478908240156833
1.0 20 -0.2156816185059503
1.0 22 -0.2164118767762668
1.0 24 -0.21702042559630766
