0.3 0 1.0 16 -0.34620724721582746
0.3 0 1.0 12 -0.33231222585675013
0.3 0 1.0 10 -0.31975944654507776
0.3 0 1.0 14 -0.34084671558812824
0.3 0 1.0 18 -0.35000979442456615
0.3 0 1.05 10 -0.2835352014291555
0.3 0 1.05 12 -0.2940707537695009
0.3 0 1.05 14 -0.3012447023728941
0.3 0 1.05 16 -0.3056687678790907
0.3 0 1.05 18 -0.3088009787430367
0.3 0 1.1 14 -0.2673758844543756
0.3 0 1.1 12 -0.2613630334329695
0.3 0 1.1 10 -0.2524549128665548
0.3 0 1.1 16 -0.2710440323198542
0.3 0 1.0 20 -0.35255938730226655
0.3 0 1.1 18 -0.2736493780820539
0.3 0 1.1 20 -0.27541710323780066
0.3 0 1.15 10 -0.225589968418603
0.3 0 1.15 16 -0.24132668784962577
0.3 0 1.15 12 -0.23318755051924991
0.3 0 1.15 14 -0.23824267934204255
0.3 0 1.15 18 -0.24351543897119532
0.3 0 1.15 20 -0.2450158796972844
0.3 0 1.2 10 -0.20232649173236544
0.3 0 1.2 12 -0.20878711434067596
0.3 0 1.2 14 -0.2130761777896275
0.3 0 1.2 16 -0.21568343737877224
0.3 0 1.1 22 -0.2767630611255818
0.3 0 1.25 10 -0.1820460351512086
0.3 0 1.25 14 -0.19122891141133438
0.3 0 1.25 12 -0.18757730832900243
0.3 0 1.25 16 -0.1934521763317214
0.3 0 1.2 18 -0.21754099120862994
0.3 0 1.15 22 -0.24616785633418203
0.3 0 1.25 18 -0.19504456027005673
0.3 0 1.05 20 -0.3109101358270337
0.3 0 1.25 20 -0.19616516825662444
0.3 0 1.3 14 -0.17217146674028086
0.3 0 1.3 12 -0.16905740295384972
0.3 0 1.3 10 -0.16430664270857492
0.3 0 1.3 16 -0.1740846376243782
0.3 0 1.3 18 -0.17546324166945715
0.3 0 1.3 20 -0.17644604431705074
0.3 0 1.35 10 -0.14871171316723195
0.3 0 1.35 12 -0.15281192860849954
0.3 0 1.35 14 -0.15550810863912456
0.3 0 1.35 16 -0.15716841004199278
0.3 0 1.2 20 -0.21883002276322308
0.3 0 1.35 18 -0.15837247571897997
0.3 0 1.35 20 -0.15924277881065813
0.3 0 1.4 10 -0.13497770776061557
0.3 0 1.4 12 -0.1385336421800544
0.3 0 1.4 14 -0.14087205115095536
0.3 0 1.4 16 -0.1423248517376079
0.3 0 1.0 24 -0.35588140219385705
0.3 0 1.35 22 -0.15993163407514316
0.3 0 1.4 20 -0.1441627807523151
0.3 0 1.4 18 -0.14338595348567018
0.3 0 1.45 12 -0.1259296043842261
0.3 0 1.45 10 -0.12283146295577722
0.3 0 1.45 16 -0.12925216544347512
0.3 0 1.45 14 -0.12797085105566655
0.3 0 1.45 18 -0.13019446204904972
0.3 0 1.1 24 -0.27778127355598525
0.3 0 1.25 22 -0.19702343963127766
0.3 0 1.5 10 -0.11205538775959986
0.3 0 1.5 14 -0.11656512213695615
0.3 0 1.5 12 -0.11477213117554753
0.3 0 1.5 16 -0.11770354420412359
0.3 0 1.5 18 -0.11854632685463799
0.3 0 1.5 20 -0.11917765189791174
0.3 0 1.5 22 -0.11968486765689529
0.3 0 1.45 20 -0.13089266483764478
0.3 0 1.15 24 -0.24705173836385627
0.3 0 1.4 24 -0.14528105472752734
0.3 0 1.25 24 -0.19771083304052683
0.3 0 1.0 22 -0.35447372854762
0.3 0 1.05 22 -0.31249165435655457
0.3 0 1.3 24 -0.17783318769035208
0.3 0 1.35 24 -0.16048422905366097
0.3 0 1.3 22 -0.1772187986554095
0.3 0 1.5 24 -0.12009941551348663
0.3 0 1.2 22 -0.21982801383488182
0.3 0 1.4 22 -0.14478122260023787
0.3 0 1.2 24 -0.22060395530260424
0.3 0 1.45 24 -0.1319055425234025
0.3 0 1.45 22 -0.13145127548412464
0.3 0 1.05 24 -0.3136800214160463
