0.1 0 1.0 10 -0.4041439079729098
0.1 0 1.0 12 -0.42070259923318704
0.1 0 1.0 14 -0.4318792671348327
0.1 0 1.0 16 -0.4387533182105328
0.1 0 1.0 18 -0.4435662616228988
0.1 0 1.0 20 -0.44670778961561713
0.1 0 1.0 22 -0.44903070081465235
0.1 0 1.0 24 -0.4506974842426137
0.1 0 1.05 10 -0.3616197812638441
0.1 0 1.05 12 -0.37561576520874834
0.1 0 1.05 14 -0.38507371301262083
0.1 0 1.05 16 -0.39076058445596074
0.1 0 1.05 18 -0.3947281382612562
0.1 0 1.05 20 -0.39732276156110824
0.1 0 1.05 22 -0.39923495794389985
0.1 0 1.05 24 -0.40063987318462235
0.1 0 1.1 10 -0.3248055751779034
0.1 0 1.1 12 -0.3367168735223091
0.1 0 1.1 14 -0.34468377970866576
0.1 0 1.1 16 -0.3494034812174374
0.1 0 1.1 18 -0.3527035445873248
0.1 0 1.1 20 -0.35487431349880005
0.1 0 1.1 22 -0.3565014657213019
0.1 0 1.1 24 -0.3577047014087505
0.1 0 1.15 10 -0.29268528352708606
0.1 0 1.15 12 -0.30290750151695445
0.1 0 1.15 14 -0.3096310084329955
0.1 0 1.15 16 -0.31360290139313884
0.1 0 1.15 18 -0.31637352428561455
0.1 0 1.15 20 -0.31821316726306637
0.1 0 1.15 22 -0.31960443660720067
0.1 0 1.15 24 -0.32064980880407085
0.1 0 1.2 10 -0.2646350661855955
0.1 0 1.2 12 -0.2733670764920702
0.1 0 1.2 14 -0.27909115400777695
0.1 0 1.2 16 -0.2824484956927984
0.1 0 1.2 18 -0.2847976396439079
0.1 0 1.2 20 -0.2863763961643981
0.1 0 1.2 22 -0.2875815786861277
0.1 0 1.2 24 -0.28850121591022543
0.1 0 1.25 10 -0.23996451006042677
0.1 0 1.25 12 -0.24747038129399476
0.1 0 1.25 14 -0.2523548510536119
0.1 0 1.25 16 -0.25521589314425086
0.1 0 1.25 18 -0.25722766944775893
0.1 0 1.25 20 -0.25859992113106134
0.1 0 1.25 22 -0.2596321469536878
0.1 0 1.25 24 -0.2604494007457763
0.1 0 1.3 10 -0.21820165544638143
0.1 0 1.3 12 -0.22466773796633568
0.1 0 1.3 14 -0.2288365662615787
0.1 0 1.3 16 -0.23129662513303817
0.1 0 1.3 18 -0.23303697293467915
0.1 0 1.3 20 -0.23424091599212632
0.1 0 1.3 22 -0.23517674614227146
0.1 0 1.3 24 -0.23591039317181287
0.1 0 1.35 10 -0.19890422549376452
0.1 0 1.35 12 -0.20449747071700794
0.1 0 1.35 14 -0.20811309907414619
0.1 0 1.35 16 -0.21024620075413109
0.1 0 1.35 18 -0.21176542740671686
0.1 0 1.35 20 -0.21283305201896488
0.1 0 1.35 22 -0.2136696430794319
0.1 0 1.35 24 -0.21433282702991915
0.1 0 1.4 10 -0.18177467916655907
0.1 0 1.4 12 -0.18663292674867846
0.1 0 1.4 14 -0.1897701628342361
0.1 0 1.4 16 -0.19163540051324268
0.1 0 1.4 18 -0.1929743708521951
0.1 0 1.4 20 -0.19392948948512584
0.1 0 1.4 22 -0.19468332047584236
0.1 0 1.4 24 -0.19528657898018079
0.1 0 1.45 10 -0.166504923046476
0.1 0 1.45 12 -0.17074128466042046
0.1 0 1.45 14 -0.17348013609651303
0.1 0 1.45 16 -0.17512463116554677
0.1 0 1.45 18 -0.1763144451069973
0.1 0 1.45 20 -0.17717552493288752
0.1 0 1.45 22 -0.17785940108968068
0.1 0 1.45 24 -0.1784110212032732
0.1 0 1.5 10 -0.1528529048147213
0.1 0 1.5 12 -0.15656994288964113
0.1 0 1.5 14 -0.15897537448873053
0.1 0 1.5 16 -0.16043660022500816
0.1 0 1.5 18 -0.1615021071198209
0.1 0 1.5 20 -0.16228363080342129
0.1 0 1.5 22 -0.16290764865716517
0.1 0 1.5 24 -0.16341427486293134
