10 25 0 0.25 -6.8433319369392215e-06 -0.15779969012960787 0.15779284679767094
12 25 0 0.25 -2.252622430934381e-06 -0.16404077759796604 0.16403852497553512
14 25 0 0.25 2.3513747191249157e-05 -0.16448699591348925 0.1645105096606805
16 25 0 0.25 -1.4443586938617223e-06 -0.1618187231241065 0.16181727876541263
18 25 0 0.25 4.019681787326573e-06 -0.15765798677543313 0.15766200645722045
20 25 0 0.25 -4.624440806916471e-06 -0.15284833477813253 0.1528437103373256
0.4 0.2 1.0 10 -3.0106126520693905 -2.766605786080955 0.024400686598843535
0.4 0.2 1.0 12 -3.6745043514202322 -3.3636711777917156 0.02590276446904305
0.4 0.2 1.0 14 -4.338471374234516 -3.9607362795704586 0.026981078190289783
0.4 0.2 1.0 16 -5.000182451549107 -4.555281064733373 0.027806336675983367
0.4 0.2 1.0 18 -5.661726872489977 -5.1496243263218275 0.02845014145378608
0.4 0.2 1.0 20 -6.32228395476058 -5.742880109128857 0.02897019228158615
0.4 0.2 1.0 22 -6.982728182511437 -6.336008206800727 0.029396362532304984
0.4 0.2 1.0 24 -7.642759163850148 -6.928684711306336 0.029753102189325514
0.4 0.2 1.05 10 -2.64130397580592 -2.3918097385558053 0.024949423725011455
0.4 0.2 1.05 12 -3.223644371745085 -2.907032084120601 0.026384357302040324
0.4 0.2 1.05 14 -3.805911604831112 -3.422105249308846 0.027414739680161837
0.4 0.2 1.05 16 -4.386375831494637 -3.935150257760337 0.028201598358393754
0.4 0.2 1.05 18 -4.966713754341885 -4.448041304431899 0.028815136106110344
0.4 0.2 1.05 20 -5.546275756100211 -4.960072154012663 0.029310180104377404
0.4 0.2 1.05 22 -6.125788056923511 -5.47204492958335 0.029715596697280047
0.4 0.2 1.05 24 -6.7049654989337455 -5.9836494943734975 0.030054833523343667
0.4 0.2 1.1 10 -2.328154479563675 -2.0735693096209573 0.025458516994271773
0.4 0.2 1.1 12 -2.84133020738728 -2.519331406135855 0.02683323343761875
0.4 0.2 1.1 14 -3.354455109650061 -2.9649813368073556 0.0278195552030504
0.4 0.2 1.1 16 -3.866102425854483 -3.408957425808394 0.028571562502880565
0.4 0.2 1.1 18 -4.377636443841694 -3.852796266390068 0.029157787636201447
0.4 0.2 1.1 20 -4.888563312130621 -4.295957359079496 0.02963029765255625
0.4 0.2 1.1 22 -5.399431954265708 -4.739051603924487 0.030017288651873676
0.4 0.2 1.1 24 -5.910074785050711 -5.181895750836055 0.030340793092277368
0.4 0.2 1.15 10 -2.0610352160526344 -1.801715644018401 0.02593195720342334
0.4 0.2 1.15 12 -2.515196049295943 -2.1881642251113718 0.027252652015380924
0.4 0.2 1.15 14 -2.9693861221995714 -2.5746011981682173 0.028198923145096724
0.4 0.2 1.15 16 -3.4223231773326006 -2.9596090367264036 0.02891963378788731
0.4 0.2 1.15 18 -3.875189207459182 -3.344528632444528 0.02948114305636968
0.4 0.2 1.15 20 -4.327581376919532 -3.7289154156140087 0.02993329806527618
0.4 0.2 1.15 22 -4.779932030264612 -4.113254147852361 0.030303540109647763
0.4 0.2 1.15 24 -5.232116411094032 -4.497407386250466 0.03061287603514858
0.4 0.2 1.2 10 -1.831798314394422 -1.5680471099986235 0.026375120439579857
0.4 0.2 1.2 12 -2.235419714271351 -1.9036698242174435 0.02764582417115898
0.4 0.2 1.2 14 -2.6390475334667514 -2.2392634947963646 0.028556002762170487
0.4 0.2 1.2 16 -3.0416532131756076 -2.573682367642075 0.029248177845845796
0.4 0.2 1.2 18 -3.4442061318875976 -2.9080349616843555 0.02978728723351345
0.4 0.2 1.2 20 -3.846390143331402 -3.2419695841210254 0.03022102796051882
0.4 0.2 1.2 22 -4.248544677550112 -3.5758697946381433 0.03057613104145312
0.4 0.2 1.2 24 -4.650577008392389 -3.9096326370453576 0.03087268213945965
0.4 0.2 1.25 10 -1.634102672077013 -1.3661989005822974 0.026790377149471568
0.4 0.2 1.25 12 -1.994139630814556 -1.657950084992791 0.028015795485147082
0.4 0.2 1.25 14 -2.3541952450848243 -1.9496931571381793 0.028893006281903215
0.4 0.2 1.25 16 -2.7134097422307093 -2.240461779638424 0.02955924766201784
0.4 0.2 1.25 18 -3.0725852829676312 -2.5311808692687237 0.030078022983272643
0.4 0.2 1.25 20 -3.431474180458466 -2.8215725988907763 0.03049507907838449
0.4 0.2 1.25 22 -3.7903826650105703 -3.11198535174592 0.03083624151202955
0.4 0.2 1.25 24 -4.149164735636095 -3.402254989567866 0.031121239419509544
0.4 0.2 1.3 10 -1.4627750433647577 -1.1909673377683099 0.027180770559644785
0.4 0.2 1.3 12 -1.7850695150215472 -1.4446929601900393 0.028364712902625655
0.4 0.2 1.3 14 -2.1074049273440503 -1.6984417954619544 0.02921165227729256
0.4 0.2 1.3 16 -2.4290307176824513 -1.95136185187849 0.029854304112747573
0.4 0.2 1.3 18 -2.750627935286129 -2.2042450954877193 0.03035460221102277
0.4 0.2 1.3 20 -3.0720029646776563 -2.456872478709081 0.030756524298428768
0.4 0.2 1.3 22 -3.393363297790923 -2.709482381520047 0.031085496194130723
0.4 0.2 1.3 24 -3.7146578983520993 -2.9620171913672824 0.0313600294577007
0.4 0.2 1.35 10 -1.313661574656269 -1.0381794007425675 0.027548217391370144
0.4 0.2 1.35 12 -1.603118522426991 -1.2587871089543108 0.02869428445605669
0.4 0.2 1.35 14 -1.8925945463649467 -1.4793975020509604 0.029514074593856163
0.4 0.2 1.35 16 -2.181504920979452 -1.699341393182684 0.03013522048729801
0.4 0.2 1.35 18 -2.470394442693689 -1.9192580274395152 0.030618689736342988
