10 0.8 0.35 0.47 -0.5667445023798 -0.5050695098819 0.0616749924980
12 0.8 0.35 0.47 -0.5841323717804 -0.4815066922614 0.1026256795191
14 0.8 0.35 0.47 -0.5957251834346 -0.4641772622812 0.1315479211534
16 0.8 0.35 0.47 -0.6031726055401 -0.4554087398867 0.1477638656533
18 0.8 0.35 0.47 -0.6082539850667 -0.4488701446448 0.1593838404219
20 0.8 0.35 0.47 -0.6113901221535 -0.4454108045551 0.1659793175984
22 0.8 0.35 0.47 -0.6127238881063 -0.4436002832575 0.1691236048489
24 0.8 0.35 0.47 -0.6140254672366 -0.4422071338372 0.1718183333995
10 0.85 0.35 0.47 -0.4892154083884 -0.4024079511955 0.0868074571930
12 0.85 0.35 0.47 -0.5037894123875 -0.3833795271783 0.1204098852091
14 0.85 0.35 0.47 -0.5133725144651 -0.3696252387856 0.1437472756794
16 0.85 0.35 0.47 -0.5193476953708 -0.3628660029509 0.1564816924199
18 0.85 0.35 0.47 -0.5231703439719 -0.3583967741983 0.1647735697736
20 0.85 0.35 0.47 -0.5255696973436 -0.3558547252781 0.1697149720656
22 0.85 0.35 0.47 -0.5271771027437 -0.3539480025834 0.1732291001604
