10 25 1.60 0.50 -0.0088210640139 0.2413592548791 0.2501803188930
12 25 1.60 0.50 -0.0152634753470 0.2347852606461 0.2500487359931
14 25 1.60 0.50 -0.0242746019623 0.2255654570411 0.2498400590033
16 25 1.60 0.50 -0.0362648608004 0.2132975405679 0.2495624013683
18 25 1.60 0.50 -0.0516349573978 0.1976116817611 0.2492466391589
20 25 1.60 0.50 -0.0707503390126 0.1781471811922 0.2488975202048
22 25 1.60 0.50 -0.0939627475056 0.1545768262454 0.2485395737510
24 25 1.60 0.50 -0.1215869705111 0.1265826268380 0.2481695973491
