0.1 0.3 1.0 10 -0.4041439079729098 -0.418825 -0.0146809
0.1 0.3 1.0 12 -0.42070259923318704 -0.418589 0.00211406
0.1 0.3 1.0 14 -0.4318792671348327 -0.418434 0.013445
0.1 0.3 1.0 16 -0.4387533182105328 -0.418695 0.0200581
0.1 0.3 1.0 18 -0.4435662616228988 -0.418926 0.0246401
0.1 0.3 1.0 20 -0.44670778961561713 -0.419239 0.027469
0.1 0.3 1.0 22 -0.44903070081465235 -0.419508 0.0295223
0.1 0.3 1.0 24 -0.4506974842426137 -0.419777 0.0309204
0.1 0.3 1.05 10 -0.3616197812638441 -0.367625 -0.00600531
0.1 0.3 1.05 12 -0.37561576520874834 -0.367307 0.00830864
0.1 0.3 1.05 14 -0.38507371301262083 -0.367118 0.0179561
0.1 0.3 1.05 16 -0.39076058445596074 -0.367291 0.02347
0.1 0.3 1.05 18 -0.3947281382612562 -0.367447 0.0272808
0.1 0.3 1.05 20 -0.39732276156110824 -0.367678 0.0296448
0.1 0.3 1.05 22 -0.39923495794389985 -0.367873 0.0313616
0.1 0.3 1.05 24 -0.40063987318462235 -0.368073 0.0325664
0.1 0.3 1.1 10 -0.3248055751779034 -0.323576 0.00122986
0.1 0.3 1.1 12 -0.3367168735223091 -0.323193 0.0135242
0.1 0.3 1.1 14 -0.34468377970866576 -0.322949 0.0217352
0.1 0.3 1.1 16 -0.3494034812174374 -0.323036 0.0263677
0.1 0.3 1.1 18 -0.3527035445873248 -0.323124 0.0295794
0.1 0.3 1.1 20 -0.35487431349880005 -0.323281 0.0315933
0.1 0.3 1.1 22 -0.3565014657213019 -0.323417 0.0330842
0.1 0.3 1.1 24 -0.3577047014087505 -0.323557 0.0341474
0.1 0.3 1.15 10 -0.29268528352708606 -0.285409 0.00727659
0.1 0.3 1.15 12 -0.30290750151695445 -0.284976 0.017932
0.1 0.3 1.15 14 -0.3096310084329955 -0.284675 0.0249557
0.1 0.3 1.15 16 -0.31360290139313884 -0.28469 0.0289129
0.1 0.3 1.15 18 -0.31637352428561455 -0.284715 0.0316583
0.1 0.3 1.15 20 -0.31821316726306637 -0.284806 0.0334072
0.1 0.3 1.15 22 -0.31960443660720067 -0.284886 0.0347183
0.1 0.3 1.15 24 -0.32064980880407085 -0.284973 0.0356765
0.1 0.3 1.2 10 -0.2646350661855955 -0.252165 0.01247
0.1 0.3 1.2 12 -0.2733670764920702 -0.251663 0.0217045
0.1 0.3 1.2 14 -0.27909115400777695 -0.251315 0.0277762
0.1 0.3 1.2 16 -0.2824484956927984 -0.251259 0.0311893
0.1 0.3 1.2 18 -0.2847976396439079 -0.251227 0.0335711
0.1 0.3 1.2 20 -0.2863763961643981 -0.251258 0.0351183
0.1 0.3 1.2 22 -0.2875815786861277 -0.251288 0.0362932
0.1 0.3 1.2 24 -0.28850121591022543 -0.251329 0.037172
0.1 0.3 1.25 10 -0.23996451006042677 -0.223031 0.0169336
0.1 0.3 1.25 12 -0.24747038129399476 -0.222468 0.0250028
0.1 0.3 1.25 14 -0.2523548510536119 -0.222071 0.0302836
0.1 0.3 1.25 16 -0.25521589314425086 -0.221951 0.0332651
0.1 0.3 1.25 18 -0.25722766944775893 -0.221865 0.0353623
0.1 0.3 1.25 20 -0.25859992113106134 -0.221844 0.0367559
0.1 0.3 1.25 22 -0.2596321469536878 -0.221824 0.0378082
0.1 0.3 1.25 24 -0.2604494007457763 -0.221824 0.0386252
0.1 0.3 1.3 10 -0.21820165544638143 -0.197372 0.02083
0.1 0.3 1.3 12 -0.22466773796633568 -0.196747 0.0279211
0.1 0.3 1.3 14 -0.2288365662615787 -0.196299 0.0325378
0.1 0.3 1.3 16 -0.23129662513303817 -0.196119 0.0351776
0.1 0.3 1.3 18 -0.23303697293467915 -0.195986 0.0370514
0.1 0.3 1.3 20 -0.23424091599212632 -0.195917 0.0383238
0.1 0.3 1.3 22 -0.23517674614227146 -0.195863 0.0393133
0.1 0.3 1.3 24 -0.23591039317181287 -0.195828 0.0400824
0.1 0.3 1.35 10 -0.19890422549376452 -0.174657 0.0242475
0.1 0.3 1.35 12 -0.20449747071700794 -0.173973 0.0305242
0.1 0.3 1.35 14 -0.20811309907414619 -0.173487 0.0346258
0.1 0.3 1.35 16 -0.21024620075413109 -0.173253 0.0369929
0.1 0.3 1.35 18 -0.21176542740671686 -0.173076 0.0386892
0.1 0.3 1.35 20 -0.21283305201896488 -0.172966 0.0398675
0.1 0.3 1.35 22 -0.2136696430794319 -0.172877 0.0407928
0.1 0.3 1.35 24 -0.21433282702991915 -0.17281 0.0415228
0.1 0.3 1.4 10 -0.18177467916655907 -0.154469 0.0273055
0.1 0.3 1.4 12 -0.18663292674867846 -0.15373 0.0329032
0.1 0.3 1.4 14 -0.1897701628342361 -0.153203 0.0365676
0.1 0.3 1.4 16 -0.19163540051324268 -0.152919 0.0387164
0.1 0.3 1.4 18 -0.1929743708521951 -0.152702 0.040272
0.1 0.3 1.4 20 -0.19392948948512584 -0.152554 0.0413753
0.1 0.3 1.4 22 -0.19468332047584236 -0.152434 0.0422491
0.1 0.3 1.4 24 -0.19528657898018079 -0.15234 0.0429468
0.1 0.3 1.45 10 -0.166504923046476 -0.136449 0.0300562
0.1 0.3 1.45 12 -0.17074128466042046 -0.135656 0.0350857
0.1 0.3 1.45 14 -0.17348013609651303 -0.13509 0.0383904
0.1 0.3 1.45 16 -0.17512463116554677 -0.134761 0.0403634
0.1 0.3 1.45 18 -0.1763144451069973 -0.134509 0.0418059
